cityLabel,year,population
Djibouti,2003-01-01T00:00:00Z,379353
Djibouti,2005-01-01T00:00:00Z,452447
Djibouti,2007-01-01T00:00:00Z,647000
Djibouti,2012-01-01T00:00:00Z,496013
Djibouti,2018-01-01T00:00:00Z,603900
Brega,2003-01-01T00:00:00Z,13000
Asmara,2020-01-01T00:00:00Z,963000
N'Djamena,1970-01-01T00:00:00Z,130000
N'Djamena,1993-01-01T00:00:00Z,530965
N'Djamena,2009-01-01T00:00:00Z,951418
N'Djamena,2012-01-01T00:00:00Z,1092066
Niamey,1977-01-01T00:00:00Z,233414
Niamey,1988-01-01T00:00:00Z,391876
Niamey,2001-01-01T00:00:00Z,690286
Niamey,2012-01-01T00:00:00Z,1026848
Niamey,2024-01-01T00:00:00Z,1496260
Nouakchott,1977-01-01T00:00:00Z,134704
Nouakchott,1981-01-01T00:00:00Z,232000
Nouakchott,1988-01-01T00:00:00Z,393325
Nouakchott,2000-01-01T00:00:00Z,558195
Nouakchott,2013-01-01T00:00:00Z,958399
Nouakchott,2016-01-01T00:00:00Z,1077169
Nouakchott,2017-01-01T00:00:00Z,1116700
Nouakchott,2019-01-01T00:00:00Z,1195600
Nouakchott,2020-01-01T00:00:00Z,1315000
Bamako,1976-01-01T00:00:00Z,419239
Bamako,1987-01-01T00:00:00Z,658275
Bamako,1998-01-01T00:00:00Z,1016167
Bamako,2009-01-01T00:00:00Z,1810366
Bamako,2023-01-01T00:00:00Z,4227569
Banjul,1973-01-01T00:00:00Z,39476
Banjul,1983-01-01T00:00:00Z,44188
Banjul,1993-01-01T00:00:00Z,42326
Banjul,2003-01-01T00:00:00Z,34828
Banjul,2008-01-01T00:00:00Z,33820
Banjul,2009-01-01T00:00:00Z,33422
Banjul,2010-01-01T00:00:00Z,32921
Banjul,2012-01-01T00:00:00Z,31834
Banjul,2013-01-01T00:00:00Z,31356
Conakry,1980-01-01T00:00:00Z,600000
Conakry,1996-01-01T00:00:00Z,705300
Conakry,2008-01-01T00:00:00Z,1092936
Conakry,2008-01-01T00:00:00Z,1857153
Conakry,2009-01-01T00:00:00Z,2160000
Conakry,2014-01-01T00:00:00Z,1667864
Bissau,2007-01-01T00:00:00Z,407424
Bissau,2010-01-01T00:00:00Z,395954
Bissau,2015-01-01T00:00:00Z,492004
Monrovia,2008-01-01T00:00:00Z,1021762
Praia,1990-01-01T00:00:00Z,61644
Praia,2010-01-01T00:00:00Z,127832
Praia,2015-01-01T00:00:00Z,151346
Praia,2017-01-01T00:00:00Z,159050
Accra,1996-01-01T00:00:00Z,1170000
Accra,2000-01-01T00:00:00Z,1668000
Accra,2013-01-01T00:00:00Z,2291352
Accra,2021-01-01T00:00:00Z,1782150
Bloemfontein,2011-01-01T00:00:00Z,256185
Freetown,2012-01-01T00:00:00Z,853651
Freetown,2013-01-01T00:00:00Z,862419
Freetown,2014-01-01T00:00:00Z,951000
Freetown,2015-01-01T00:00:00Z,1055964
Abuja,1975-01-01T00:00:00Z,21000
Abuja,1991-01-01T00:00:00Z,107169
Abuja,1998-01-01T00:00:00Z,379000
Abuja,2006-01-01T00:00:00Z,776298
Abuja,2011-01-01T00:00:00Z,1235880
Abuja,2012-01-01T00:00:00Z,979876
Abuja,2015-01-01T00:00:00Z,1568853
Abuja,2022-01-01T00:00:00Z,1693400
Lomé,1970-01-01T00:00:00Z,186000
Lomé,1981-01-01T00:00:00Z,375499
Lomé,1990-01-01T00:00:00Z,450000
Lomé,1997-01-01T00:00:00Z,573000
Lomé,2010-01-01T00:00:00Z,837437
Lomé,2022-01-01T00:00:00Z,2188376
Porto-Novo,1972-01-01T00:00:00Z,133168
Porto-Novo,1992-01-01T00:00:00Z,179138
Porto-Novo,2002-01-01T00:00:00Z,223552
Porto-Novo,2009-01-01T00:00:00Z,267191
Porto-Novo,2013-01-01T00:00:00Z,264320
Yaoundé,2005-01-01T00:00:00Z,1817524
Yaoundé,2012-01-01T00:00:00Z,2440462
Malabo,1983-01-01T00:00:00Z,31650
Malabo,1994-01-01T00:00:00Z,60065
Malabo,2000-01-01T00:00:00Z,73117
Malabo,2001-07-04T00:00:00Z,132440
Malabo,2011-01-01T00:00:00Z,137000
Malabo,2012-01-01T00:00:00Z,187302
Malabo,2014-04-27T00:00:00Z,155963
Malabo,2018-01-01T00:00:00Z,297000
Bangui,1988-01-01T00:00:00Z,427435
Bangui,2003-01-01T00:00:00Z,622771
Bangui,2005-01-01T00:00:00Z,684190
Bangui,2012-01-01T00:00:00Z,734350
Bangui,2013-01-01T00:00:00Z,747109
Bangui,2020-01-01T00:00:00Z,889231
Brazzaville,1984-01-01T00:00:00Z,585812
Brazzaville,1996-01-01T00:00:00Z,856410
Brazzaville,2001-01-01T00:00:00Z,1018541
Brazzaville,2007-01-01T00:00:00Z,1373382
Brazzaville,2010-01-01T00:00:00Z,1503803
Brazzaville,2014-01-01T00:00:00Z,1733263
Brazzaville,2015-01-01T00:00:00Z,1783520
Brazzaville,2023-01-01T00:00:00Z,2145783
Bujumbura,2008-01-01T00:00:00Z,497166
Bujumbura,2014-01-01T00:00:00Z,658859
Lilongwe,1998-09-01T00:00:00Z,440471
Lilongwe,2008-06-08T00:00:00Z,674448
Lilongwe,2012-01-01T00:00:00Z,781538
Lilongwe,2018-09-03T00:00:00Z,989318
Lusaka,2000-01-01T00:00:00Z,1073000
Lusaka,2010-01-01T00:00:00Z,1742979
Lusaka,2017-01-01T00:00:00Z,2467563
Lusaka,2022-01-01T00:00:00Z,2204059
Maputo,1997-08-01T00:00:00Z,966837
Maputo,2007-09-16T00:00:00Z,1094628
Maputo,2017-08-01T00:00:00Z,1088449
Maputo,2018-01-01T00:00:00Z,1191613
Maputo,2023-07-01T00:00:00Z,1133200
Kampala,1980-01-01T00:00:00Z,458503
Kampala,1991-01-01T00:00:00Z,774241
Kampala,2002-01-01T00:00:00Z,1189142
Kampala,2011-01-01T00:00:00Z,1659600
Kampala,2014-01-01T00:00:00Z,1507080
Kampala,2019-01-01T00:00:00Z,1680600
Luanda,1996-01-01T00:00:00Z,1500000
Luanda,1997-01-01T00:00:00Z,2081000
Luanda,2009-01-01T00:00:00Z,2584000
Luanda,2014-05-16T00:00:00Z,2165867
Luanda,2018-07-01T00:00:00Z,2487444
Moroni,1980-09-15T00:00:00Z,17267
Moroni,1991-09-15T00:00:00Z,29916
Moroni,2003-09-15T00:00:00Z,40050
Moroni,2009-01-01T00:00:00Z,61200
Moroni,2011-01-01T00:00:00Z,62000
Moroni,2013-01-01T00:00:00Z,62351
Moroni,2017-12-15T00:00:00Z,74749
Mbabane,1976-08-25T00:00:00Z,23109
Mbabane,1986-08-25T00:00:00Z,38290
Mbabane,1997-05-11T00:00:00Z,57992
Mbabane,2007-05-11T00:00:00Z,60015
Mbabane,2015-01-01T00:00:00Z,61940
Mbabane,2017-05-11T00:00:00Z,60691
Maseru,1986-04-12T00:00:00Z,115000
Maseru,1996-04-14T00:00:00Z,170000
Maseru,2006-04-09T00:00:00Z,227880
Maseru,2016-04-10T00:00:00Z,343541
Gaborone,2011-01-01T00:00:00Z,231626
Gaborone,2013-01-01T00:00:00Z,235884
Gaborone,2022-01-01T00:00:00Z,246325
Harare,2009-01-01T00:00:00Z,1606000
Harare,2012-01-01T00:00:00Z,2150000
Port Louis,2012-01-01T00:00:00Z,149194
São Tomé,1991-01-01T00:00:00Z,42331
São Tomé,1997-01-01T00:00:00Z,49541
São Tomé,2000-01-01T00:00:00Z,49997
São Tomé,2001-01-01T00:00:00Z,49957
São Tomé,2005-01-01T00:00:00Z,56166
São Tomé,2010-01-01T00:00:00Z,65468
São Tomé,2015-01-01T00:00:00Z,71868
Windhoek,2001-01-01T00:00:00Z,233529
Windhoek,2010-01-01T00:00:00Z,322500
Windhoek,2011-01-01T00:00:00Z,325858
Windhoek,2012-01-01T00:00:00Z,334580
Windhoek,2016-01-01T00:00:00Z,395000
Windhoek,2020-01-01T00:00:00Z,431000
Victoria,2002-01-01T00:00:00Z,24970
Victoria,2010-01-01T00:00:00Z,26450
Victoria,2014-01-01T00:00:00Z,24701
Benghazi,2011-01-01T00:00:00Z,631555
Makeni,1974-01-01T00:00:00Z,26781
Makeni,1985-01-01T00:00:00Z,40038
Makeni,2004-01-01T00:00:00Z,85017
Makeni,2012-01-01T00:00:00Z,109125
Makeni,2013-01-01T00:00:00Z,112428
Makeni,2015-01-01T00:00:00Z,125970
Arusha,2012-01-01T00:00:00Z,270500
Arusha,2012-01-01T00:00:00Z,416442
Arusha,2022-01-01T00:00:00Z,617631
Arusha,2023-01-01T00:00:00Z,535362
Cotonou,2013-01-01T00:00:00Z,679012
Annaba,2008-01-01T00:00:00Z,257359
Ksar el-Kebir,1994-01-01T00:00:00Z,107065
Ksar el-Kebir,2004-01-01T00:00:00Z,107380
Ksar el-Kebir,2014-01-01T00:00:00Z,126617
Ksar el-Kebir,2024-01-01T00:00:00Z,124701
Durban,2001-01-01T00:00:00Z,536644
Durban,2011-01-01T00:00:00Z,595061
Axum,2015-01-01T00:00:00Z,66800
Ras Lanuf,2010-01-01T00:00:00Z,13300
Swakopmund,2010-01-01T00:00:00Z,34300
Béjaïa,2008-01-01T00:00:00Z,176139
Nasser,2006-11-11T00:00:00Z,88379
Sharm el-Sheikh,1996-11-19T00:00:00Z,4306
Sharm el-Sheikh,2015-01-01T00:00:00Z,73000
Casablanca,1970-01-01T00:00:00Z,1400000
Casablanca,1982-01-01T00:00:00Z,2500000
Casablanca,1995-01-01T00:00:00Z,3300000
Casablanca,1997-01-01T00:00:00Z,3100000
Casablanca,2004-01-01T00:00:00Z,3631061
Casablanca,2014-01-01T00:00:00Z,3359818
Casablanca,2016-01-01T00:00:00Z,4370000
Casablanca,2018-01-01T00:00:00Z,3499000
Casablanca,2024-01-01T00:00:00Z,3215935
Lagos,1970-01-01T00:00:00Z,1413528
Lagos,1980-01-01T00:00:00Z,2572218
Lagos,1990-01-01T00:00:00Z,4764093
Lagos,2000-01-01T00:00:00Z,7280706
Lagos,2006-01-01T00:00:00Z,8048430
Lagos,2010-01-01T00:00:00Z,10441182
Lagos,2019-01-01T00:00:00Z,13903620
Lagos,2022-03-21T00:00:00Z,15070000
Timbuktu,2009-01-01T00:00:00Z,54453
Timbuktu,2012-01-01T00:00:00Z,35330
